"","title","budget","revenue","profit","profitable","profitable.ind","release_date","release_year","genre","runtime","vote_average","vote_count","event"
"1920","The Guard",6000000,19560274,13560274,"Profitable",1,2011-07-07,2011,"Comedy",96,6.8,372,"summer"
"1921","College",7000000,6230276,-769724,"Not Profitable",0,2008-08-28,2008,"Comedy",94,4.8,48,"summer"
"1922","Wish I Was Here",5500000,5483299,-16701,"Not Profitable",0,2014-01-18,2014,"Drama",120,6.4,300,"na"
"1923","Shattered Glass",6000000,2944752,-3055248,"Not Profitable",0,2003-11-14,2003,"Drama",94,6.6,111,"holiday"
"1924","Novocaine",6000000,2025238,-3974762,"Not Profitable",0,2001-11-23,2001,"Comedy",95,6,44,"holiday"
"1925","The Wackness",6000000,2899975,-3100025,"Not Profitable",0,2008-07-03,2008,"Drama",99,6.2,94,"summer"
"1926","The 5th Quarter",6000000,399611,-5600389,"Not Profitable",0,2011-03-25,2011,"Drama",97,4.7,12,"na"
"1927","Snow Flower and the Secret Fan",134005,1332231,1198226,"Profitable",1,2011-07-15,2011,"Drama",104,5.3,22,"summer"
"1928","Surfer, Dude",6000000,69497,-5930503,"Not Profitable",0,2008-09-05,2008,"Comedy",85,4.7,25,"na"
"1929","Deadfall",12000000,66351,-11933649,"Not Profitable",0,2012-11-08,2012,"Drama",95,5.6,224,"holiday"
"1930","Song One",6000000,32251,-5967749,"Not Profitable",0,2014-01-20,2014,"Drama",86,5.5,87,"na"
"1931","Bend It Like Beckham",3500159,76578641,73078482,"Profitable",1,2002-04-11,2002,"Drama",112,6.2,578,"na"
"1932","Crossover",5800000,7000000,1200000,"Profitable",1,2006-09-01,2006,"Drama",95,4.2,10,"na"
"1933","Mambo Italiano",4361898,3031801,-1330097,"Not Profitable",0,2003-06-06,2003,"Comedy",92,5.6,28,"summer"
"1934","Wonderland",5000000,2466444,-2533556,"Not Profitable",0,2003-10-23,2003,"Drama",104,6.2,73,"na"
"1935","Miss Julie",5500000,5000000,-500000,"Not Profitable",0,2014-09-07,2014,"Drama",120,5.9,45,"na"
"1936","Saw II",4000000,152925093,148925093,"Profitable",1,2005-10-28,2005,"Thriller/Mystery/Horror",92,6.3,1251,"na"
"1937","10 Cloverfield Lane",15000000,108286421,93286421,"Profitable",1,2016-03-10,2016,"Drama",103,6.8,2468,"na"
"1938","Jackass: The Movie",5000000,64282312,59282312,"Profitable",1,2002-10-21,2002,"Comedy",87,6.1,345,"na"
"1939","Lights Out",4900000,44107032,39207032,"Profitable",1,2016-07-21,2016,"Thriller/Mystery/Horror",81,6.3,1129,"summer"
"1940","Paranormal Activity 3",5000000,205703818,200703818,"Profitable",1,2011-10-19,2011,"Thriller/Mystery/Horror",83,5.9,669,"na"
"1941","Ouija",5000000,103590271,98590271,"Profitable",1,2014-10-24,2014,"Thriller/Mystery/Horror",89,4.9,983,"na"
"1942","Paranormal Activity 4",5000000,142817992,137817992,"Profitable",1,2012-10-17,2012,"Thriller/Mystery/Horror",95,5.2,563,"na"
"1943","Monster",8000000,60378584,52378584,"Profitable",1,2003-11-16,2003,"Drama",110,7,485,"holiday"
"1944","Paranormal Activity: The Marked Ones",5000000,86362372,81362372,"Profitable",1,2014-01-01,2014,"Thriller/Mystery/Horror",84,5.2,449,"na"
"1945","Dallas Buyers Club",5000000,55198285,50198285,"Profitable",1,2013-09-07,2013,"Drama",117,7.9,2886,"na"
"1946","The Lazarus Effect",3300000,64110728,60810728,"Profitable",1,2015-01-29,2015,"Thriller/Mystery/Horror",83,5.1,505,"na"
"1947","Memento",9000000,39723096,30723096,"Profitable",1,2000-10-11,2000,"Thriller/Mystery/Horror",113,8.1,4028,"na"
"1948","Oculus",5000000,44030246,39030246,"Profitable",1,2013-09-08,2013,"Thriller/Mystery/Horror",104,6.3,1050,"na"
"1949","Clerks II",5000000,26888376,21888376,"Profitable",1,2006-05-25,2006,"Comedy",97,6.9,398,"na"
"1950","Billy Elliot",5000000,110000000,105000000,"Profitable",1,2000-05-18,2000,"Drama",110,7.4,750,"na"
"1951","The Way Way Back",4600000,23198652,18598652,"Profitable",1,2013-06-06,2013,"Drama",103,7.1,688,"summer"
"1952","Our Idiot Brother",10000000,17273593,7273593,"Profitable",1,2011-08-26,2011,"Drama",90,5.9,365,"summer"
"1953","Race",5000000,24804129,19804129,"Profitable",1,2016-02-19,2016,"Drama",134,7.1,478,"na"
"1954","As Above, So Below",5000000,40100000,35100000,"Profitable",1,2014-08-14,2014,"Thriller/Mystery/Horror",93,6.1,766,"summer"
"1955","Still Alice",5000000,43884652,38884652,"Profitable",1,2014-12-05,2014,"Drama",99,7.5,1104,"holiday"
"1956","My Big Fat Greek Wedding",5000000,368744044,363744044,"Profitable",1,2002-02-22,2002,"Drama",95,6.2,671,"na"
"1957","Spring Breakers",5000000,31724284,26724284,"Profitable",1,2013-01-24,2013,"Drama",94,5,1551,"na"
"1958","Shaun of the Dead",4000000,30039392,26039392,"Profitable",1,2004-04-09,2004,"Comedy",99,7.5,2420,"na"
"1959","Apollo 18",5000000,25562924,20562924,"Profitable",1,2011-07-20,2011,"Sci-fi/Fantasy",86,5,356,"summer"
"1960","Sunshine Cleaning",5000000,16174377,11174377,"Profitable",1,2008-01-18,2008,"Drama",102,6.5,255,"na"
"1961","No Escape",5000000,54418872,49418872,"Profitable",1,2015-08-26,2015,"Action/Adventure",103,6.7,777,"summer"
"1962","Fifty Shades of Black",20000000,21164799,1164799,"Profitable",1,2016-01-28,2016,"Comedy",92,4.3,331,"na"
"1963","Made",5000000,5476060,476060,"Profitable",1,2001-07-13,2001,"Comedy",94,6.3,55,"summer"
"1964","Moon",5000000,9760104,4760104,"Profitable",1,2009-06-12,2009,"Drama",97,7.6,1794,"summer"
"1965","Sea Rex 3D: Journey to a Prehistoric World",5000000,4074023,-925977,"Not Profitable",0,2010-05-14,2010,"Documentary",41,5.9,11,"na"
"1966","Bottle Shock",5000000,4040588,-959412,"Not Profitable",0,2008-08-06,2008,"Drama",110,6.6,60,"summer"
"1967","90 Minutes in Heaven",5000000,4842699,-157301,"Not Profitable",0,2015-09-11,2015,"Drama",121,5.4,40,"na"
"1968","Everything Must Go",5000000,2614773,-2385227,"Not Profitable",0,2010-10-15,2010,"Drama",97,6,208,"na"
"1969","The Machinist",5000000,8203235,3203235,"Profitable",1,2004-02-09,2004,"Drama",101,7.3,1247,"na"
"1970","Kill the Messenger",5000000,2450846,-2549154,"Not Profitable",0,2014-10-09,2014,"Drama",112,6.6,355,"na"
"1971","Rabbit Hole",5000000,5129058,129058,"Profitable",1,2010-12-16,2010,"Drama",91,6.9,165,"holiday"
"1972","Party Monster",5000000,742898,-4257102,"Not Profitable",0,2003-09-05,2003,"Drama",98,5.9,58,"na"
"1973","Green Room",5000000,3220371,-1779629,"Not Profitable",0,2016-04-15,2016,"Crime",95,6.7,683,"na"
"1974","Atlas Shrugged Part III: Who is John Galt?",5000000,846704,-4153296,"Not Profitable",0,2014-09-12,2014,"Drama",99,3.9,15,"na"
"1975","Tucker and Dale vs Evil",5000000,5476793,476793,"Profitable",1,2010-01-22,2010,"Comedy",89,7.3,847,"na"
"1976","The Visit",5000000,98450062,93450062,"Profitable",1,2015-09-10,2015,"Thriller/Mystery/Horror",94,6,1360,"na"
"1977","Redacted",5000000,782102,-4217898,"Not Profitable",0,2007-01-01,2007,"Drama",90,6.2,37,"na"
"1978","The Awakening",4798235,209696,-4588539,"Not Profitable",0,2011-08-17,2011,"Thriller/Mystery/Horror",107,6.3,458,"summer"
"1979","Hostel",4800000,80578934,75778934,"Profitable",1,2005-01-06,2005,"Thriller/Mystery/Horror",94,5.7,887,"na"
"1980","Take Shelter",5000000,3099314,-1900686,"Not Profitable",0,2011-11-25,2011,"Drama",120,7.1,471,"holiday"
"1981","Only God Forgives",4800000,10337387,5537387,"Profitable",1,2013-05-30,2013,"Drama",90,5.6,862,"na"
"1982","25th Hour",15000000,13060843,-1939157,"Not Profitable",0,2002-12-16,2002,"Drama",135,7.2,629,"holiday"
"1983","Requiem for a Dream",4500000,7390108,2890108,"Profitable",1,2000-10-27,2000,"Drama",102,7.9,2443,"na"
"1984","Moms' Night Out",5000000,10429707,5429707,"Profitable",1,2014-03-25,2014,"Comedy",98,5.5,121,"na"
"1985","Donnie Darko",6000000,1270522,-4729478,"Not Profitable",0,2001-01-18,2001,"Drama",113,7.7,3452,"na"
"1986","Life During Wartime",4500000,744816,-3755184,"Not Profitable",0,2009-10-10,2009,"Drama",97,6.3,30,"na"
"1987","After.Life",4500000,3606395,-893605,"Not Profitable",0,2010-04-09,2010,"Drama",104,5.4,251,"na"
"1988","The Sweeney",3730500,6294161,2563661,"Profitable",1,2012-09-11,2012,"Drama",112,5.7,109,"na"
"1989","Whale Rider",8000000,41400000,33400000,"Profitable",1,2003-01-30,2003,"Drama",101,7.1,111,"na"
"1990","Lost in Translation",4000000,119723856,115723856,"Profitable",1,2003-08-31,2003,"Drama",102,7.3,1895,"summer"
"1991","Monster's Ball",4000000,44909486,40909486,"Profitable",1,2001-11-11,2001,"Drama",111,6.5,250,"holiday"
"1992","Maggie",4000000,187112,-3812888,"Not Profitable",0,2015-05-08,2015,"Thriller/Mystery/Horror",95,5.2,593,"na"
"1993","The Boy Next Door",4000000,52425855,48425855,"Profitable",1,2015-01-23,2015,"Thriller/Mystery/Horror",91,4.1,1022,"na"
"1994","The Kids Are All Right",3500000,34705850,31205850,"Profitable",1,2010-07-09,2010,"Drama",106,6.5,506,"summer"
"1995","The Last Exorcism Part II",5000000,15179302,10179302,"Profitable",1,2013-02-28,2013,"Thriller/Mystery/Horror",88,4.4,203,"na"
"1996","Boyhood",4000000,44349000,40349000,"Profitable",1,2014-06-05,2014,"Drama",164,7.5,1971,"summer"
"1997","Scoop",4000000,31584901,27584901,"Profitable",1,2006-07-27,2006,"Comedy",96,6.4,420,"summer"
"1998","The Wash",7000000,10229331,3229331,"Profitable",1,2001-11-16,2001,"Comedy",93,5.3,26,"holiday"
"1999","3 Strikes",6000000,9000000,3000000,"Profitable",1,2000-03-01,2000,"Comedy",82,5.9,15,"na"
"2000","Let's Go to Prison",4000000,4630045,630045,"Profitable",1,2006-11-17,2006,"Comedy",84,5.5,69,"holiday"
"2001","Secretary",4000000,9304609,5304609,"Profitable",1,2002-01-11,2002,"Drama",104,6.7,376,"na"
"2002","You Kill Me",4000000,2426851,-1573149,"Not Profitable",0,2007-02-09,2007,"Comedy",90,6.2,80,"na"
"2003","Red State",4000000,1104682,-2895318,"Not Profitable",0,2011-08-19,2011,"Action/Adventure",88,5.9,316,"summer"
"2004","Mirrormask",4000000,866999,-3133001,"Not Profitable",0,2005-01-25,2005,"Sci-fi/Fantasy",101,6.6,102,"na"
"2005","Joe",4000000,2365467,-1634533,"Not Profitable",0,2014-04-11,2014,"Drama",118,6.5,338,"na"
"2006","Trust",9500000,120000,-9380000,"Not Profitable",0,2010-09-10,2010,"Drama",104,6.6,307,"na"
"2007","Adore",16000000,318982,-15681018,"Not Profitable",0,2013-04-03,2013,"Drama",100,6.1,291,"na"
"2008","Stake Land",650000,33245,-616755,"Not Profitable",0,2010-09-30,2010,"Drama",98,6.2,285,"na"
"2009","Another Happy Day",4000000,355688,-3644312,"Not Profitable",0,2011-11-18,2011,"Drama",119,6.2,37,"holiday"
"2010","A Lonely Place to Die",4000000,25345000,21345000,"Profitable",1,2011-04-09,2011,"Action/Adventure",99,6.2,157,"na"
"2011","Four Lions",967686,4270000,3302314,"Profitable",1,2010-05-07,2010,"Drama",101,7,423,"na"
"2012","Defendor",3500000,44462,-3455538,"Not Profitable",0,2009-09-12,2009,"Drama",101,6.5,195,"na"
"2013","The History Boys",4000000,13401952,9401952,"Profitable",1,2006-10-02,2006,"Drama",109,6.6,66,"na"
"2014","The Witch",3500000,40423945,36923945,"Profitable",1,2016-02-19,2016,"Thriller/Mystery/Horror",92,6.3,1434,"na"
"2015","Winter Passing",3500000,113783,-3386217,"Not Profitable",0,2006-02-07,2006,"Drama",98,6.7,28,"na"
"2016","Margin Call",3500000,19504039,16004039,"Profitable",1,2011-09-28,2011,"Drama",107,6.7,524,"na"
"2017","Choke",3000000,3830137,830137,"Profitable",1,2008-09-26,2008,"Drama",92,6,127,"na"
"2018","Whiplash",3300000,13092000,9792000,"Profitable",1,2014-10-10,2014,"Drama",105,8.3,4254,"na"
"2019","Beginners",3200000,5332926,2132926,"Profitable",1,2010-09-11,2010,"Drama",105,6.8,347,"na"
"2020","Paranormal Activity 2",3000000,177512032,174512032,"Profitable",1,2010-10-20,2010,"Thriller/Mystery/Horror",91,5.7,722,"na"
"2021","Bowling for Columbine",4000000,35564473,31564473,"Profitable",1,2002-10-09,2002,"Documentary",120,7.3,453,"na"
"2022","The Purge",3000000,89328627,86328627,"Profitable",1,2013-05-31,2013,"Sci-fi/Fantasy",86,6,2428,"na"
"2023","Sinister",3000000,77712439,74712439,"Profitable",1,2012-03-29,2012,"Thriller/Mystery/Horror",110,6.7,1573,"na"
"2024","Martin Lawrence Live: Runteldat",3000000,19184015,16184015,"Profitable",1,2002-08-01,2002,"Comedy",113,5,1,"summer"
"2025","Dave Chappelle's Block Party",3000000,11718595,8718595,"Profitable",1,2005-09-12,2005,"Comedy",100,6.4,28,"na"
"2026","Before Midnight",3000000,11176469,8176469,"Profitable",1,2013-04-05,2013,"Drama",108,7.4,568,"na"
"2027","Woman Thou Art Loosed",3000000,6804016,3804016,"Profitable",1,2004-09-30,2004,"Drama",94,5,3,"na"
"2028","Tusk",2800000,1826705,-973295,"Not Profitable",0,2014-09-19,2014,"Comedy",102,5.1,366,"na"
"2029","Hobo with a Shotgun",3000000,748453,-2251547,"Not Profitable",0,2011-05-06,2011,"Comedy",86,5.7,211,"na"
"2030","Fish Tank",3000000,2357852,-642148,"Not Profitable",0,2009-05-14,2009,"Drama",123,6.9,250,"na"
"2031","Bachelorette",3000000,11947954,8947954,"Profitable",1,2012-08-06,2012,"Comedy",87,5.3,444,"summer"
"2032","The Divide",3000000,22000,-2978000,"Not Profitable",0,2011-03-13,2011,"Sci-fi/Fantasy",112,5.7,197,"na"
"2033","Demonic",3000000,3387000,387000,"Profitable",1,2015-02-12,2015,"Thriller/Mystery/Horror",83,4.9,148,"na"
"2034","Freakonomics",3000000,103735,-2896265,"Not Profitable",0,2010-10-01,2010,"Documentary",93,6.6,36,"na"
"2035","Hustle & Flow",8000000,23563727,15563727,"Profitable",1,2005-07-22,2005,"Drama",116,6.9,99,"summer"
"2036","Diary of the Dead",2000000,5364858,3364858,"Profitable",1,2007-09-08,2007,"Action/Adventure",95,5.4,190,"na"
"2037","Riding Giants",2600000,3166000,566000,"Profitable",1,2004-07-09,2004,"Documentary",105,7.6,23,"summer"
"2038","A Haunted House",2500000,60141683,57641683,"Profitable",1,2013-01-11,2013,"Comedy",86,5.4,516,"na"
"2039","2016: Obama's America",2500000,33400000,30900000,"Profitable",1,2012-07-13,2012,"Documentary",87,4.6,19,"summer"
"2040","Garden State",2500000,26781723,24281723,"Profitable",1,2004-07-28,2004,"Drama",102,7.1,618,"summer"
"2041","Robot & Frank",2500000,3325038,825038,"Profitable",1,2012-08-16,2012,"Drama",85,6.8,450,"summer"
"2042","The Spectacular Now",2500000,6854611,4354611,"Profitable",1,2013-08-02,2013,"Drama",95,6.8,1048,"summer"
"2043","Eye of the Dolphin",2500000,71904,-2428096,"Not Profitable",0,2007-08-24,2007,"Drama",100,7.1,7,"summer"
"2044","Sleep Dealer",2500000,107559,-2392441,"Not Profitable",0,2008-12-10,2008,"Drama",90,6,40,"holiday"
"2045","Super",2500000,324138,-2175862,"Not Profitable",0,2010-09-09,2010,"Drama",96,6.6,441,"na"
"2046","Idiocracy",30000000,495303,-29504697,"Not Profitable",0,2006-09-01,2006,"Comedy",84,6.3,664,"na"
"2047","This Is England",2380000,8176544,5796544,"Profitable",1,2006-09-12,2006,"Drama",101,7.4,363,"na"
"2048","It Follows",2000000,14674076,12674076,"Profitable",1,2015-02-04,2015,"Thriller/Mystery/Horror",100,6.6,1832,"na"
"2049","Silent House",2000000,13101672,11101672,"Profitable",1,2011-01-21,2011,"Thriller/Mystery/Horror",85,5.2,125,"na"
"2050","Courageous",1000000,34522221,33522221,"Profitable",1,2011-09-30,2011,"Drama",129,6.8,77,"na"
"2051","Before Sunset",2700000,15992615,13292615,"Profitable",1,2004-02-10,2004,"Drama",80,7.6,718,"na"
"2052","Thirteen",2000000,4601043,2601043,"Profitable",1,2003-08-20,2003,"Drama",100,6.7,339,"summer"
"2053","Winter's Bone",2000000,13831503,11831503,"Profitable",1,2010-06-11,2010,"Drama",100,6.8,565,"summer"
"2054","Inside Job",2000000,7871522,5871522,"Profitable",1,2010-10-08,2010,"Documentary",109,7.7,286,"na"
"2055","We Are Your Friends",6000000,11122090,5122090,"Profitable",1,2015-08-26,2015,"Drama",96,6.3,658,"summer"
"2056","Harsh Times",2000000,5967038,3967038,"Profitable",1,2005-09-11,2005,"Drama",120,6.3,197,"na"
"2057","Captive",2000000,2801508,801508,"Profitable",1,2015-09-17,2015,"Drama",97,5.6,92,"na"
"2058","Full Frontal",2000000,2506446,506446,"Profitable",1,2002-08-02,2002,"Drama",96,4.8,26,"summer"
"2059","Shortbus",2000000,5179037,3179037,"Profitable",1,2006-05-20,2006,"Drama",101,6.3,140,"na"
"2060","No End in Sight",2000000,1431623,-568377,"Not Profitable",0,2007-07-27,2007,"Documentary",102,7.2,23,"summer"
"2061","The Diary of a Teenage Girl",2000000,1477002,-522998,"Not Profitable",0,2015-08-07,2015,"Drama",98,6.8,279,"summer"
"2062","Inside Deep Throat",2000000,653621,-1346379,"Not Profitable",0,2005-02-11,2005,"War/History",92,6.8,31,"na"
"2063","The Virginity Hit",2000000,563706,-1436294,"Not Profitable",0,2010-09-10,2010,"Comedy",120,4.6,19,"na"
"2064","It's All Gone Pete Tong",2000000,120620,-1879380,"Not Profitable",0,2004-09-12,2004,"Drama",90,7.1,52,"na"
"2065","Saint John of Las Vegas",3800000,111731,-3688269,"Not Profitable",0,2009-06-10,2009,"Comedy",84,5.9,18,"summer"
"2066","Stonewall",13500000,187674,-13312326,"Not Profitable",0,2015-09-18,2015,"Drama",129,5.2,32,"na"
"2067","Roadside Romeo",7000000,1100000,-5900000,"Not Profitable",0,2008-10-24,2008,"Family/Animation",93,6.7,3,"na"
"2068","Sherrybaby",2000000,622806,-1377194,"Not Profitable",0,2006-09-08,2006,"Drama",96,6.3,41,"na"
"2069","Stitches",100000,95000,-5000,"Not Profitable",0,2012-05-19,2012,"Thriller/Mystery/Horror",86,5.5,92,"na"
"2070","Buried",1987650,19152480,17164830,"Profitable",1,2010-09-24,2010,"Drama",94,6.6,827,"na"
"2071","The Last Exorcism",1800000,67738090,65938090,"Profitable",1,2010-08-27,2010,"Drama",87,5.6,328,"summer"
"2072","Beasts of the Southern Wild",1800000,21107746,19307746,"Profitable",1,2012-06-29,2012,"Drama",93,6.8,403,"summer"
"2073","May",500000,150277,-349723,"Not Profitable",0,2002-01-13,2002,"Drama",93,6.3,152,"na"
"2074","I Spit on Your Grave",2000000,572809,-1427191,"Not Profitable",0,2010-06-17,2010,"Crime",108,6.3,519,"summer"
"2075","Waitress",2000000,22179430,20179430,"Profitable",1,2007-05-25,2007,"Comedy",108,6.7,129,"na"
"2076","The Squid and the Whale",1500000,11098131,9598131,"Profitable",1,2005-10-05,2005,"Drama",81,6.9,226,"na"
"2077","Kissing Jessica Stein",1000000,10013424,9013424,"Profitable",1,2001-04-21,2001,"Comedy",97,5.9,48,"na"
"2078","Insidious",1500000,97009150,95509150,"Profitable",1,2010-09-13,2010,"Thriller/Mystery/Horror",103,6.8,1737,"na"
"2079","The Ballad of Jack and Rose",1500000,712294,-787706,"Not Profitable",0,2005-03-25,2005,"Drama",111,6.5,43,"na"
"2080","The To Do List",1500000,3566225,2066225,"Profitable",1,2013-07-24,2013,"Comedy",104,5.5,342,"summer"
"2081","The Believer",1500000,416925,-1083075,"Not Profitable",0,2001-01-19,2001,"Drama",98,6.8,151,"na"
"2082","Session 9",1500000,373967,-1126033,"Not Profitable",0,2001-08-10,2001,"Thriller/Mystery/Horror",100,6.2,251,"summer"
"2083","My Name Is Bruce",1500000,173066,-1326934,"Not Profitable",0,2007-10-01,2007,"Comedy",86,5.9,107,"na"
"2084","Pontypool",1500000,32000,-1468000,"Not Profitable",0,2009-03-06,2009,"Sci-fi/Fantasy",93,6.6,183,"na"
"2085","The Lords of Salem",1500000,1165882,-334118,"Not Profitable",0,2012-09-10,2012,"Thriller/Mystery/Horror",101,5.1,242,"na"
"2086","Saw",1200000,103911669,102711669,"Profitable",1,2004-10-01,2004,"Crime",103,7.2,2184,"na"
"2087","Super Troopers",3000000,18492362,15492362,"Profitable",1,2001-01-18,2001,"Comedy",100,6.6,362,"na"
"2088","Home Run",1200000,2861020,1661020,"Profitable",1,2013-04-19,2013,"Drama",114,6.3,24,"na"
"2089","Pink Ribbons, Inc.",900000,25000,-875000,"Not Profitable",0,2011-09-11,2011,"Documentary",97,6.8,6,"na"
"2090","Waiting...",3000000,18637690,15637690,"Profitable",1,2005-10-07,2005,"Comedy",94,6.2,237,"na"
"2091","Unfriended",1000000,62882090,61882090,"Profitable",1,2015-04-17,2015,"Thriller/Mystery/Horror",82,5.5,1047,"na"
"2092","God's Not Dead 2",5000000,23507567,18507567,"Profitable",1,2016-04-01,2016,"Drama",121,5.7,72,"na"
"2093","Cry_Wolf",1000000,10047674,9047674,"Profitable",1,2005-09-16,2005,"Thriller/Mystery/Horror",90,5.6,126,"na"
"2094","Blue Valentine",3500000,16566240,13066240,"Profitable",1,2010-12-27,2010,"Drama",112,6.9,890,"holiday"
"2095","Transamerica",1000000,13350369,12350369,"Profitable",1,2005-12-23,2005,"Drama",103,6.9,144,"holiday"
"2096","The Devil Inside",1000000,101758490,100758490,"Profitable",1,2012-01-06,2012,"Thriller/Mystery/Horror",83,4.6,262,"na"
"2097","An Inconvenient Truth",1000000,46243000,45243000,"Profitable",1,2006-01-24,2006,"Documentary",100,6.7,251,"na"
"2098","The Green Inferno",5000000,6833445,1833445,"Profitable",1,2014-09-04,2014,"Action/Adventure",100,5,349,"na"
"2099","The Sessions",1000000,9138338,8138338,"Profitable",1,2012-05-02,2012,"Drama",98,6.6,179,"na"
"2100","Who Killed the Electric Car?",1000000,1678874,678874,"Profitable",1,2006-08-04,2006,"Documentary",92,7.2,59,"summer"
